sample_id	x	y	cell_type	niche_label
TONIC_TMA15_R10C1	841.1359375	730.7234375	segmented_cell	cancer_core
TONIC_TMA15_R10C1	594.9326923076923	323.5975274725275	segmented_cell	cancer_core
TONIC_TMA15_R10C1	239.64324324324323	810.8378378378378	segmented_cell	cancer_core
TONIC_TMA15_R10C1	821.9988052568698	1680.3775388291515	segmented_cell	cancer_core
TONIC_TMA15_R10C1	677.2173913043479	1188.1242236024846	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1425.859813084112	1527.214953271028	segmented_cell	cancer_core
TONIC_TMA15_R10C1	331.4349919743178	159.31781701444623	segmented_cell	cancer_core
TONIC_TMA15_R10C1	295.1189591078067	1343.8327137546469	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1878.2189430336307	970.1201098146876	segmented_cell	cancer_core
TONIC_TMA15_R10C1	228.9730769230769	751.9807692307693	segmented_cell	cancer_core
TONIC_TMA15_R10C1	150.418	386.858	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1059.2974137931035	1639.0603448275865	segmented_cell	cancer_core
TONIC_TMA15_R10C1	309.3103448275862	1020.0689655172414	segmented_cell	cancer_core
TONIC_TMA15_R10C1	953.8392370572208	55.321525885558586	segmented_cell	cancer_core
TONIC_TMA15_R10C1	872.6806282722513	1007.82722513089	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1495.643765903308	1823.2010178117048	segmented_cell	cancer_border
TONIC_TMA15_R10C1	452.4537444933921	1359.9030837004404	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1453.5504587155965	1636.1865443425077	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1491.340567612688	368.1310517529215	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1249.1853211009177	260.554128440367	segmented_cell	cancer_core
TONIC_TMA15_R10C1	620.6818181818181	1669.2857142857142	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1781.7307692307693	933.4852941176472	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1325.6501128668172	1056.7291196388262	segmented_cell	cancer_core
TONIC_TMA15_R10C1	157.75438596491227	1224.0363408521305	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1124.84649122807	1594.8333333333333	segmented_cell	cancer_core
TONIC_TMA15_R10C1	690.0757749712974	302.95177956371987	segmented_cell	cancer_border
TONIC_TMA15_R10C1	2016.2956609485368	1733.9939455095862	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1082.4615384615386	267.25	segmented_cell	stroma_border
TONIC_TMA15_R10C1	1646.2491467576792	650.8464163822525	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1007.2394736842106	1114.842105263158	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1719.0235849056603	1786.617924528302	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1746.9195979899498	460.66331658291455	segmented_cell	cancer_core
